CASEID,YEAR,ID,VERSION,COMPWT,SEX,AGE,RACE,SRCBELT,RELIG,RELIG16,DENOM16,PARELIG,PARELKID,MARELIG,MARELKID,SPREL,EDUC,SEI,INCOME,RINCOME,INTRHOME,COMPUSE,WEBMOB,WEBTV,EMAILHR,EMAILMIN,USEWWW,WWWHR,WWWMIN
38281,2000, 165,2,1.10000000000000009e+00,1,49,1,3, 4, 1,48,0,0,0,0, 0,16,30.5,13,99,0,2,0,2, -1,-1,0, -1,-1
38282,2000, 166,2,1.10000000000000009e+00,1,48,1,3, 1, 1,22,0,0,0,0, 0,16,54.7,12,12,0,2,0,2, -1,-1,0, -1,-1
38283,2000, 167,6,2.75000000000000000e+00,1,19,1,3, 2, 2, 0,0,0,0,0, 0,11,29.0,98, 2,0,1,0,0,  0, 0,1,  2, 0
38284,2000, 168,3,1.10000000000000009e+00,1,70,1,3, 2, 1,14,0,0,0,0, 0,12,-1.0,12, 0,0,0,0,0, -1,-1,0, -1,-1
38285,2000, 169,4,1.10000000000000009e+00,1,42,1,3, 1, 1,28,0,0,0,0, 0,10,63.5,12,12,0,1,0,0,999,99,9,999,99
38286,2000, 170,2,1.10000000000000009e+00,2,36,1,3, 2, 2, 0,0,0,0,0, 0,14,63.5,13,13,0,1,0,0, 10, 0,1,  0,30
38287,2000, 171,4,5.50000000000000044e-01,1,30,1,5, 4, 1,60,0,0,0,0, 0,12,29.4,12,12,0,2,0,1,  0,30,1,  1, 0
38288,2000, 172,2,1.64999999999999991e+00,1,32,1,5, 1, 1,31,0,0,0,0, 0,14,38.2,12,11,0,2,0,2, -1,-1,0, -1,-1
38289,2000, 173,5,1.10000000000000009e+00,1,36,1,5, 1, 2, 0,0,0,0,0, 0,14,46.3,12,12,0,1,0,0,  2, 0,1,  0,30
38290,2000, 174,1,1.10000000000000009e+00,1,38,1,5, 1, 1,31,0,0,0,0, 0,12,62.0,12, 0,0,1,0,0, 20, 0,1, 50, 0
38291,2000, 175,3,1.10000000000000009e+00,2,58,1,5, 1,10, 0,0,0,0,0, 0,16,73.2,12,12,0,0,0,0, -1,-1,0, -1,-1
38292,2000, 176,1,1.10000000000000009e+00,2,47,1,5, 2, 2, 0,0,0,0,0, 0,16,83.7,12, 0,0,1,0,0,  7, 0,1, 21, 0
38293,2000, 177,3,1.10000000000000009e+00,2,55,1,5, 2, 2, 0,0,0,0,0, 0,12,38.2,12,12,0,0,0,0, -1,-1,0, -1,-1
38294,2000, 178,5,1.10000000000000009e+00,1,72,1,3, 1, 1,43,0,0,0,0, 0,19,87.4,13, 0,0,2,0,2, -1,-1,0, -1,-1
38295,2000, 179,1,1.10000000000000009e+00,2,31,1,3, 2, 2, 0,0,0,0,0, 0,14,33.1,13,13,0,1,0,0,  1, 0,1,  7, 0
38296,2000, 180,3,1.10000000000000009e+00,1,45,1,3, 3, 4, 0,0,0,0,0, 0,13,28.6,13,13,0,0,0,0, -1,-1,0, -1,-1
38297,2000, 181,4,1.10000000000000009e+00,2,45,3,3, 4, 3, 0,0,0,0,0, 0,16,86.6,13,13,0,1,0,0, 15, 0,1,  5, 0
38298,2000, 182,1,5.50000000000000044e-01,2,85,1,3, 1, 1,50,0,0,0,0, 0,12,38.4,13, 0,0,2,0,2, -1,-1,0, -1,-1
38299,2000, 183,5,1.10000000000000009e+00,1,48,2,3, 2, 1,35,0,0,0,0, 0,16,83.7,12,12,0,1,0,0,  7, 0,1,  5, 0
38300,2000, 184,2,1.10000000000000009e+00,1,50,1,3,99,99,99,0,0,0,0, 0,99,92.3,99,99,0,9,0,9,999,99,9,999,99
38301,2000, 185,4,1.64999999999999991e+00,1,50,1,3, 3, 3, 0,0,0,0,0, 0,99,64.2,12,12,0,1,0,0,  1, 0,1, 10, 0
38302,2000, 186,1,1.10000000000000009e+00,1,51,1,3, 3, 4, 0,0,0,0,0, 0,20,83.7,12,12,0,1,0,0, 24, 0,1, 23, 0
38303,2000, 187,3,1.10000000000000009e+00,2,48,1,3, 1, 1,50,0,0,0,0, 0,19,64.4,12,12,0,0,0,0, -1,-1,0, -1,-1
38304,2000, 188,2,1.10000000000000009e+00,2,45,2,3, 1, 1,18,0,0,0,0, 0,99,73.6,12, 0,0,1,0,0,  3, 0,1, 10, 0
38305,2000, 189,5,1.10000000000000009e+00,1,39,1,3, 3, 3, 0,0,0,0,0, 0,16,64.1, 2, 1,0,1,0,0, 10, 0,1,  1, 0
38306,2000, 190,5,5.50000000000000044e-01,1,38,1,2, 1, 1,50,0,0,0,0, 0,19,92.3,12,12,0,1,0,0, 10, 0,1,  5, 0
38307,2000, 191,6,5.50000000000000044e-01,1,40,1,2, 3, 3, 0,0,0,0,0, 0,17,63.5,12,12,0,1,0,0,  2, 0,1,  1, 0
38308,2000, 192,4,5.50000000000000044e-01,2,33,1,2, 4, 4, 0,0,0,0,0, 0,16,38.9, 8, 8,0,1,0,0,  4, 0,1,  3, 0
38309,2000, 193,6,1.10000000000000009e+00,1,56,1,2, 2, 2, 0,0,0,0,0, 0, 8,69.2,12,12,0,1,0,0,  0, 0,1,  1, 0
38310,2000, 194,2,5.50000000000000044e-01,1,67,1,2, 1, 1,34,0,0,0,0, 0,20,76.3,12,12,0,1,0,0, 15, 0,1,  7, 0
38311,2000, 195,5,1.10000000000000009e+00,2,43,2,2, 4, 1,60,0,0,0,0, 0,13,68.1,12,12,0,1,0,0,999,99,9,999,99
38312,2000, 196,1,1.64999999999999991e+00,1,56,1,2, 4, 1,50,0,0,0,0, 0,16,80.9,13,13,0,1,0,0,  0, 3,1,  2, 0
38313,2000, 197,3,5.50000000000000044e-01,2,48,2,2, 1, 1,10,0,0,0,0, 0,11,-1.0, 1, 0,0,0,0,0, -1,-1,0, -1,-1
38314,2000, 198,1,5.50000000000000044e-01,2,32,3,2, 1, 1,70,0,0,0,0, 0,13,-1.0, 8, 0,0,2,0,2, -1,-1,0, -1,-1
38315,2000, 199,2,1.10000000000000009e+00,2,23,2,2, 1, 1,10,0,0,0,0, 0,11,-1.0, 1, 0,0,2,0,2, -1,-1,0, -1,-1
38316,2000, 200,5,5.50000000000000044e-01,2,28,2,2, 2, 2, 0,0,0,0,0, 0,11,-1.0, 4, 0,0,2,0,2, -1,-1,0, -1,-1
38317,2000, 201,2,5.50000000000000044e-01,2,48,2,2, 1, 1,10,0,0,0,0, 0,15,56.6, 9, 9,0,2,0,2, -1,-1,0, -1,-1
38318,2000, 202,5,5.50000000000000044e-01,2,77,2,2, 2, 2, 0,0,0,0,0, 0,12,36.5, 6, 3,0,2,0,2, -1,-1,0, -1,-1
38319,2000, 203,4,1.10000000000000009e+00,2,38,2,2, 1, 1,10,0,0,0,0, 0,11,-1.0,98, 0,0,2,0,2, -1,-1,0, -1,-1
38320,2000, 204,6,2.75000000000000000e+00,2,40,1,2, 2, 2, 0,0,0,0,0, 0,16,33.6,12, 9,0,2,0,2, -1,-1,0, -1,-1
38321,2000, 205,4,1.10000000000000009e+00,2,39,1,4, 1, 1,22,0,0,0,0, 0,16,63.5,12, 3,0,1,0,0,  1, 0,1,  0,15
38322,2000, 206,5,5.50000000000000044e-01,1,30,1,4, 4, 3, 0,0,0,0,0, 0,19,63.5,12,12,0,1,0,0, 30, 0,1, 30, 0
38323,2000, 207,3,1.10000000000000009e+00,1,45,1,4,13, 1,18,0,0,0,0, 0,12,73.3,12,12,0,0,0,0, -1,-1,0, -1,-1
38324,2000, 208,2,1.10000000000000009e+00,1,52,1,4, 4, 1,34,0,0,0,0, 0,17,76.3,12, 8,0,1,0,0,  2, 0,1, 40, 0
38325,2000, 209,1,5.50000000000000044e-01,2,53,1,4, 1, 1,60,0,0,0,0, 0,14,67.0,12,12,0,1,0,0, 10, 0,1,  4, 0
38326,2000, 210,2,1.10000000000000009e+00,2,53,1,4, 1, 1,50,0,0,0,0, 0,13,38.4,12, 9,0,1,0,0,  0,30,1,  0,30
38327,2000, 211,6,1.10000000000000009e+00,2,39,1,4, 1, 2, 0,0,0,0,0, 0,17,84.7,12,12,0,1,0,0,  2, 0,1,  1, 0
38328,2000, 212,4,1.10000000000000009e+00,2,78,1,4, 1, 1,60,0,0,0,0, 0,12,76.4,12, 0,0,1,0,0,  0, 0,2, -1,-1
38329,2000, 213,1,1.10000000000000009e+00,1,41,1,4, 4, 4, 0,0,0,0,0, 0,12,63.5,12,12,0,1,0,0, 20, 0,1, 30, 0
38330,2000, 214,5,1.10000000000000009e+00,2,30,1,4, 1, 2, 0,0,0,0,0, 0,19,35.4,12, 0,0,1,0,0,  1, 0,1,  8, 0
38331,2000, 215,6,1.64999999999999991e+00,1,20,1,4, 2, 2, 0,0,0,0,0, 0, 9,44.2,12, 2,0,2,0,2, -1,-1,0, -1,-1
38332,2000, 216,3,1.64999999999999991e+00,2,26,1,4, 2, 4, 0,0,0,0,0, 0,12,63.5, 8, 8,0,0,0,0, -1,-1,0, -1,-1
38333,2000, 217,4,1.64999999999999991e+00,1,21,1,4, 2, 2, 0,0,0,0,0, 0,10,37.3,12,12,0,1,0,0,  1, 0,1,  1, 0
38334,2000, 218,4,1.10000000000000009e+00,2,31,1,4, 4, 1,14,0,0,0,0, 0,12,26.4,12, 1,0,1,0,0,  1, 0,1,  0,30
38335,2000, 219,2,2.20000000000000018e+00,1,32,3,4, 2, 1,18,0,0,0,0, 0,13,32.0,12,12,0,1,0,0,  4, 0,1, 12, 0
38336,2000, 220,5,5.50000000000000044e-01,2,45,1,4, 1, 1,30,0,0,0,0, 0,18,80.3,12,12,0,1,0,0,  0, 0,1,  0, 5
38337,2000, 221,6,1.10000000000000009e+00,2,28,1,4, 2, 2, 0,0,0,0,0, 0,15,51.9,12,12,0,1,0,0, 20, 0,1, 10, 0
38338,2000, 222,2,1.10000000000000009e+00,2,21,1,4, 2, 2, 0,0,0,0,0, 0,13,73.6,12,11,0,1,0,0,  1, 0,1,  1, 0
38339,2000, 223,3,1.10000000000000009e+00,1,36,1,4, 4, 2, 0,0,0,0,0, 0,13,38.1,12,12,0,0,0,0, -1,-1,0, -1,-1
38340,2000, 224,1,1.10000000000000009e+00,2,35,1,4, 4, 2, 0,0,0,0,0, 0,14,26.4,12,10,0,1,0,0,  3, 0,1,  6, 0
38341,2000, 225,6,1.10000000000000009e+00,2,38,1,4,13, 1,40,0,0,0,0, 0,12,32.4,12,12,0,1,0,0,  0, 0,1,  2, 0
38342,2000, 226,2,5.50000000000000044e-01,2,99,1,4, 2, 2, 0,0,0,0,0, 0,18,85.1,13,13,0,1,0,0,  4, 0,1,  4, 0
38343,2000, 227,4,1.10000000000000009e+00,1,28,1,4, 1, 1,70,0,0,0,0, 0,16,63.5,12,12,0,1,0,0,  3, 0,1,  1, 0
38344,2000, 228,6,1.64999999999999991e+00,1,62,1,4, 2, 2, 0,0,0,0,0, 0, 8,21.2,12, 8,0,2,0,2, -1,-1,0, -1,-1
38345,2000, 229,3,1.10000000000000009e+00,2,53,1,4, 1, 1,41,0,0,0,0, 0,12,38.5,12,12,0,0,0,0, -1,-1,0, -1,-1
38346,2000, 230,3,1.10000000000000009e+00,1,27,3,4, 4, 4, 0,0,0,0,0, 0,12,32.0,12,12,0,0,0,0, -1,-1,0, -1,-1
38347,2000, 231,2,5.50000000000000044e-01,1,45,1,4, 2, 2, 0,0,0,0,0, 0,15,63.5,12, 0,0,1,0,0,  2, 0,1, 10, 0
38348,2000, 232,1,1.10000000000000009e+00,1,46,1,4, 2, 2, 0,0,0,0,0, 0,16,50.5,12,12,0,1,0,0,  8, 0,1,  8, 0
38349,2000, 233,1,5.50000000000000044e-01,2,82,1,4, 1, 1,31,0,0,0,0, 0,14,78.5,98, 0,0,2,0,2, -1,-1,0, -1,-1
38350,2000, 234,5,1.64999999999999991e+00,1,56,1,4, 1, 1,22,0,0,0,0, 0,12,78.0,12,12,0,1,0,0,  0, 5,2, -1,-1
38351,2000, 235,6,1.10000000000000009e+00,2,42,1,4, 2, 2, 0,0,0,0,0, 0,13,37.9, 3, 3,0,2,0,2, -1,-1,0, -1,-1
38352,2000, 236,4,5.50000000000000044e-01,2,66,1,4, 1, 4, 0,0,0,0,0, 0,10,31.4, 9, 0,0,2,0,2, -1,-1,0, -1,-1
38353,2000, 237,2,1.10000000000000009e+00,1,36,3,4,11, 1,28,0,0,0,0, 0, 9,28.6,12,12,0,1,0,0,  0, 0,2, -1,-1
38354,2000, 238,1,5.50000000000000044e-01,1,49,1,4, 5, 2, 0,0,0,0,0, 0,20,80.3,12,12,0,1,0,0,  3, 0,1,  0, 4
38355,2000, 239,2,1.64999999999999991e+00,2,72,1,4, 4, 1,60,0,0,0,0, 0,18,59.0,12,12,0,1,0,0,  1, 0,1,  0, 1
38356,2000, 240,5,1.10000000000000009e+00,2,53,1,4, 1, 1,18,0,0,0,0, 0,13,36.5,12, 0,0,1,0,0,  0, 0,2, -1,-1
38357,2000, 241,3,1.10000000000000009e+00,2,42,1,4, 1, 1,60,0,0,0,0, 0,18,73.2,12, 0,0,0,0,0, -1,-1,0, -1,-1
38358,2000, 242,2,5.50000000000000044e-01,1,79,1,4, 1, 1,28,0,0,0,0, 0,19,64.8,12, 0,0,2,0,2, -1,-1,0, -1,-1
38359,2000, 243,5,1.10000000000000009e+00,2,50,1,4, 2, 2, 0,0,0,0,0, 0,14,54.7,12, 0,0,1,0,0,  0, 0,2, -1,-1
38360,2000, 244,1,5.50000000000000044e-01,2,50,3,2, 1, 2, 0,0,0,0,0, 0,12,37.7, 4, 0,0,1,0,0,  0, 0,2, -1,-1
38361,2000, 245,3,1.64999999999999991e+00,1,32,1,2, 2, 2, 0,0,0,0,0, 0,12,30.0,12,12,0,0,0,0, -1,-1,0, -1,-1
38362,2000, 246,3,1.10000000000000009e+00,2,20,3,2, 4, 6, 0,0,0,0,0, 0,14,33.1,11, 3,0,0,0,0, -1,-1,0, -1,-1
38363,2000, 247,1,1.10000000000000009e+00,1,51,1,2, 1, 1,14,0,0,0,0, 0,12,60.5,12,12,0,1,0,0, 10, 0,1,  0, 3
38364,2000, 248,5,1.10000000000000009e+00,1,35,3,2, 6, 6, 0,0,0,0,0, 0,11,31.5, 9, 6,0,2,0,2, -1,-1,0, -1,-1
38365,2000, 249,4,2.75000000000000000e+00,1,54,3,2, 2, 2, 0,0,0,0,0, 0,14,33.9,12,10,0,1,0,0,  0,10,2, -1,-1
38366,2000, 250,1,1.64999999999999991e+00,2,65,1,2, 2, 2, 0,0,0,0,0, 0,16,38.9,11, 6,0,2,0,2, -1,-1,0, -1,-1
38367,2000, 251,5,1.10000000000000009e+00,2,36,1,2, 2, 2, 0,0,0,0,0, 0,14,73.8,12, 0,0,1,0,0,  4, 0,1,  6, 0
38368,2000, 252,6,1.10000000000000009e+00,2,48,1,2, 3, 3, 0,0,0,0,0, 0,17,78.5,12,12,0,1,0,0,  3, 0,1,  2,30
38369,2000, 253,4,1.64999999999999991e+00,2,54,1,2, 1, 1,41,0,0,0,0, 0,14,56.6,12, 0,0,1,0,0,  4, 0,1,  2, 0
38370,2000, 254,2,5.50000000000000044e-01,2,62,1,2, 1, 1,32,0,0,0,0, 0,14,29.3, 8, 0,0,1,0,0,  1, 0,1,  2, 0
38371,2000, 255,2,1.10000000000000009e+00,1,51,1,2, 4, 1,38,0,0,0,0, 0,14,50.7,12,12,0,1,0,0,  0, 0,2, -1,-1
38372,2000, 256,6,1.10000000000000009e+00,2,38,1,2, 4, 1,18,0,0,0,0, 0,16,63.2,12, 4,0,1,0,0, 10, 0,1, 20, 0
38373,2000, 257,1,1.10000000000000009e+00,1,85,1,2, 4, 4, 0,0,0,0,0, 0, 8,44.7,98, 0,0,2,0,2, -1,-1,0, -1,-1
38374,2000, 258,1,5.50000000000000044e-01,1,67,1,2, 1, 1,28,0,0,0,0, 0,16,49.6, 9, 0,0,1,0,0,  8, 0,1,  0,42
38375,2000, 259,5,1.10000000000000009e+00,2,48,1,3, 1, 2, 0,0,0,0,0, 0,12,38.4,12, 9,0,1,0,0,  0, 0,2, -1,-1
38376,2000, 260,6,5.50000000000000044e-01,1,29,1,3, 2, 2, 0,0,0,0,0, 0,15,63.2,12,12,0,1,0,0,  2, 0,1,  2, 0
38377,2000, 261,1,5.50000000000000044e-01,1,64,1,3, 1, 1,28,0,0,0,0, 0,12,48.5,12,12,0,1,0,0,  1,30,1,  6, 0
38378,2000, 262,6,2.20000000000000018e+00,1,26,1,3, 1, 1,18,0,0,0,0, 0,13,29.6,12,12,0,2,0,2, -1,-1,0, -1,-1
38379,2000, 263,4,5.50000000000000044e-01,2,72,1,3, 1, 1,22,0,0,0,0, 0,12,38.4, 9, 0,0,2,0,2, -1,-1,0, -1,-1
38380,2000, 264,3,1.10000000000000009e+00,1,58,1,3, 2, 2, 0,0,0,0,0, 0,12,38.1,12,12,0,0,0,0, -1,-1,0, -1,-1
38381,2000, 265,2,1.10000000000000009e+00,2,45,1,3, 4, 2, 0,0,0,0,0, 0,11,-1.0, 1, 0,0,2,0,2, -1,-1,0, -1,-1
38382,2000, 266,3,5.50000000000000044e-01,2,49,1,3, 2, 2, 0,0,0,0,0, 0,16,92.9,13,13,0,0,0,0, -1,-1,0, -1,-1
38383,2000, 267,4,1.10000000000000009e+00,1,47,1,1, 2, 2, 0,0,0,0,0, 0,17,60.5,12,12,0,1,0,0,  0, 0,2, -1,-1
38384,2000, 268,6,1.10000000000000009e+00,1,19,1,1, 2, 2, 0,0,0,0,0, 0,12,46.8,10,99,0,1,0,0,  0, 0,1,  0, 5
38385,2000, 269,2,5.50000000000000044e-01,2,37,1,1, 2, 2, 0,0,0,0,0, 0,13,45.7,12, 0,0,1,0,0,  0, 0,1, 20, 0
38386,2000, 270,1,1.10000000000000009e+00,2,24,2,1, 1, 4, 0,0,0,0,0, 0,12,-1.0, 9, 0,0,2,0,2, -1,-1,0, -1,-1
38387,2000, 271,5,1.10000000000000009e+00,1,43,2,1, 1, 1,10,0,0,0,0, 0,16,76.4,12,12,0,1,0,0,  8, 0,1, 16, 0
38388,2000, 272,2,5.50000000000000044e-01,1,29,1,1, 1, 1,22,0,0,0,0, 0,18,78.7,12,12,0,1,0,0,  6, 0,1,  2, 0
38389,2000, 273,2,5.50000000000000044e-01,1,26,3,1, 4, 2, 0,0,0,0,0, 0,19,68.1, 9, 9,0,1,0,0,  7, 0,1, 20, 0
38390,2000, 274,2,5.50000000000000044e-01,1,24,1,1, 4, 1,22,0,0,0,0, 0,16,76.3,12,12,0,1,0,0,  6, 0,1, 10, 0
38391,2000, 275,2,5.50000000000000044e-01,2,38,2,1, 4, 1,10,0,0,0,0, 0,12,35.1,10,10,0,1,0,0,  0, 0,2, -1,-1
38392,2000, 276,4,5.50000000000000044e-01,2,60,2,1, 1, 1,18,0,0,0,0, 0,11,29.8,98,98,0,1,0,0,  2,30,2, -1,-1
38393,2000, 277,6,2.20000000000000018e+00,2,48,2,1, 1, 1,11,0,0,0,0, 0,14,56.6, 9, 0,0,2,0,2, -1,-1,0, -1,-1
38394,2000, 278,4,5.50000000000000044e-01,2,61,2,1, 1, 1,14,0,0,0,0, 0, 8,26.7, 8, 0,0,1,0,0,  0, 0,2, -1,-1
38395,2000, 279,1,1.10000000000000009e+00,2,59,2,1, 1, 1,14,0,0,0,0, 0,11,26.7, 9, 0,0,2,0,2, -1,-1,0, -1,-1
38396,2000, 280,3,5.50000000000000044e-01,2,59,2,1, 1, 1,20,0,0,0,0, 0,12,-1.0,10, 0,0,0,0,0, -1,-1,0, -1,-1
38397,2000, 281,4,1.10000000000000009e+00,2,31,2,1, 1, 1,20,0,0,0,0, 0,11,29.3, 1, 0,0,2,0,2, -1,-1,0, -1,-1
38398,2000, 282,5,5.50000000000000044e-01,2,34,2,1, 1, 1,11,0,0,0,0, 0,10,27.5, 6, 5,0,2,0,2, -1,-1,0, -1,-1
38399,2000, 283,2,1.10000000000000009e+00,1,99,2,1, 1, 1,18,0,0,0,0, 0,18,83.7,13,13,0,9,0,9,999,99,9,999,99
38400,2000, 284,1,1.10000000000000009e+00,1,32,2,1, 2, 2, 0,0,0,0,0, 0,12,31.4,10, 9,0,1,0,0,  3, 0,1,  5, 0
38401,2000, 285,3,1.10000000000000009e+00,2,18,2,1, 2, 1,18,0,0,0,0, 0,12,-1.0,98, 0,0,0,0,0, -1,-1,0, -1,-1
38402,2000, 286,6,1.10000000000000009e+00,1,32,2,1, 1, 1,14,0,0,0,0, 0,12,28.4,11,10,0,1,0,0,  0, 0,2, -1,-1
38403,2000, 287,2,5.50000000000000044e-01,1,42,2,1, 1, 1,18,0,0,0,0, 0,15,76.4,13,13,0,1,0,0,  8, 0,1,  6, 0
38404,2000, 288,6,5.50000000000000044e-01,2,38,2,1, 1, 1,13,0,0,0,0, 0,12,33.1,13,13,0,1,0,0,  0, 0,2, -1,-1
38405,2000, 289,3,1.64999999999999991e+00,1,25,2,1, 1, 1,18,0,0,0,0, 0,12,39.4,98, 7,0,0,0,0, -1,-1,0, -1,-1
38406,2000, 290,5,5.50000000000000044e-01,2,54,2,1, 1, 1,18,0,0,0,0, 0,12,46.7, 8, 8,0,1,0,0,  0, 0,2, -1,-1
38407,2000, 291,4,1.64999999999999991e+00,1,47,2,1, 1, 1,30,0,0,0,0, 0, 8,21.2, 9, 1,0,2,0,2, -1,-1,0, -1,-1
38408,2000, 292,4,5.50000000000000044e-01,1,31,2,1, 1, 1,18,0,0,0,0, 0,13,74.0,12,12,0,1,0,0,  1,15,2, -1,-1
38409,2000, 293,1,5.50000000000000044e-01,2,40,2,1, 2, 2, 0,0,0,0,0, 0,16,83.7,13,13,0,1,0,0,  0,40,1,  0, 0
38410,2000, 294,5,5.50000000000000044e-01,2,60,2,1, 1, 1,11,0,0,0,0, 0,14,33.9,10,10,0,1,0,0,  0,20,1,  0, 0
38411,2000, 295,3,1.10000000000000009e+00,2,34,1,3, 1, 1,30,0,0,0,0, 0,14,37.7,98, 0,0,0,0,0, -1,-1,0, -1,-1
38412,2000, 296,6,1.10000000000000009e+00,1,36,1,3, 1, 1,70,0,0,0,0, 0,14,63.5,12,12,0,1,0,0,  3, 0,1, 10, 0
38413,2000, 297,2,5.50000000000000044e-01,2,43,2,3, 4, 2, 0,0,0,0,0, 0,11,38.9, 5, 0,0,2,0,2, -1,-1,0, -1,-1
38414,2000, 298,6,1.10000000000000009e+00,1,28,2,3, 1, 1,10,0,0,0,0, 0,13,32.3,10,10,0,2,0,2, -1,-1,0, -1,-1
38415,2000, 299,1,5.50000000000000044e-01,2,34,2,3, 4, 4, 0,0,0,0,0, 0,14,33.1,99, 9,0,1,0,0,  2, 0,1, 15, 0
38416,2000, 300,5,5.50000000000000044e-01,2,44,2,3, 1, 1,14,0,0,0,0, 0,12,50.5,10,10,0,1,0,0,  5, 0,1,  5, 0
38417,2000, 301,3,5.50000000000000044e-01,2,22,2,3, 4, 4, 0,0,0,0,0, 0,12,53.3, 7,99,0,0,0,0, -1,-1,0, -1,-1
38418,2000, 302,4,5.50000000000000044e-01,2,24,2,3, 2, 2, 0,0,0,0,0, 0,12,-1.0, 4, 0,0,2,0,2, -1,-1,0, -1,-1
38419,2000, 303,4,5.50000000000000044e-01,2,31,2,3, 4,99,99,0,0,0,0, 0, 8,33.1, 3, 3,0,2,0,2, -1,-1,0, -1,-1
38420,2000, 304,5,5.50000000000000044e-01,1,45,1,3, 2, 2, 0,0,0,0,0, 0,12,36.5,99,12,0,2,0,2, -1,-1,0, -1,-1
38421,2000, 305,1,1.10000000000000009e+00,2,71,1,3, 1, 1,22,0,0,0,0, 0,16,-1.0,12, 0,0,2,0,2, -1,-1,0, -1,-1
38422,2000, 306,4,1.10000000000000009e+00,1,65,1,3, 2, 2, 0,0,0,0,0, 0,16,63.2,12, 0,0,1,0,0,  0,30,2, -1,-1
38423,2000, 307,6,1.10000000000000009e+00,2,40,1,3, 1, 2, 0,0,0,0,0, 0,12,81.0,12, 0,0,1,0,0,  0, 5,1,  0,10
38424,2000, 308,2,1.10000000000000009e+00,1,59,1,3, 4, 3, 0,0,0,0,0, 0,18,80.9,12,12,0,1,0,0,  3, 0,1,  3, 0
38425,2000, 309,4,1.10000000000000009e+00,2,38,1,3, 2, 2, 0,0,0,0,0, 0,16,36.9,12,10,0,1,0,0,  4, 0,1,  1, 0
38426,2000, 310,6,1.10000000000000009e+00,2,73,1,3, 1, 1,70,0,0,0,0, 0,18,62.5,12,12,0,1,0,0,  1, 0,1,  2, 0
38427,2000, 311,5,1.10000000000000009e+00,2,31,1,3, 2, 2, 0,0,0,0,0, 0,18,50.7,12,12,0,1,0,0,  1, 0,1,  2, 0
38428,2000, 312,3,1.10000000000000009e+00,2,44,1,3, 1, 1,48,0,0,0,0, 0,16,50.5,12, 6,0,0,0,0, -1,-1,0, -1,-1
38429,2000, 313,5,1.10000000000000009e+00,2,34,1,3, 1, 1,40,0,0,0,0, 0,16,73.7,12,12,0,1,0,0,  2, 0,1,  0,45
38430,2000, 314,4,5.50000000000000044e-01,2,26,1,3, 1, 1,22,0,0,0,0, 0,16,38.0,12,12,0,1,0,0, 10, 0,1,  2, 0
38431,2000, 315,4,1.10000000000000009e+00,1,38,2,3, 1, 2, 0,0,0,0,0, 0,13,39.4,12,12,0,2,0,2, -1,-1,0, -1,-1
38432,2000, 316,5,5.50000000000000044e-01,2,29,1,3, 4, 4, 0,0,0,0,0, 0,16,55.1,12,12,0,1,0,0, 20, 0,1, 30, 0
38433,2000, 317,1,5.50000000000000044e-01,1,36,3,3, 9, 9, 0,0,0,0,0, 0,19,82.7,12,12,0,1,0,0,  3, 0,1,  2, 0
38434,2000, 318,6,1.10000000000000009e+00,1,32,1,3, 4, 2, 0,0,0,0,0, 0,20,63.5,12,12,0,1,0,0,  0,30,1,  2, 0
38435,2000, 319,5,1.10000000000000009e+00,2,26,1,3, 1, 1,35,0,0,0,0, 0,14,50.7,12, 5,0,1,0,0,  2, 0,1,  5, 0
38436,2000, 320,2,1.10000000000000009e+00,1,47,1,3,10,10, 0,0,0,0,0, 0,20,92.3,12,12,0,2,0,2, -1,-1,0, -1,-1
38437,2000, 321,3,5.50000000000000044e-01,2,37,1,3, 2, 2, 0,0,0,0,0, 0,20,74.1,12,12,0,0,0,0, -1,-1,0, -1,-1
38438,2000, 322,6,1.10000000000000009e+00,2,29,1,3, 3, 3, 0,0,0,0,0, 0,16,68.1,12,12,0,1,0,0,  3, 0,1,  3, 0
38439,2000, 323,6,5.50000000000000044e-01,1,37,3,3, 6, 6, 0,0,0,0,0, 0,16,82.7,12,12,0,1,0,0,  2, 0,1,  0,30
38440,2000, 324,2,1.10000000000000009e+00,1,35,1,3, 1, 2, 0,0,0,0,0, 0,13,83.7,12,13,0,1,0,0,  5, 0,1, 10, 0
38441,2000, 325,2,1.10000000000000009e+00,1,68,1,3, 1, 1,23,0,0,0,0, 0,17,75.3,12, 0,0,1,0,0,  0, 0,1,  0,30
38442,2000, 326,5,1.10000000000000009e+00,2,26,1,3, 1, 1,22,0,0,0,0, 0,16,78.5,12,12,0,2,0,2, -1,-1,0, -1,-1
38443,2000, 327,3,5.50000000000000044e-01,1,84,1,3, 2, 2, 0,0,0,0,0, 0,20,50.3,12, 0,0,0,0,0, -1,-1,0, -1,-1
38444,2000, 328,4,1.64999999999999991e+00,1,23,3,3, 2, 2, 0,0,0,0,0, 0,15,63.5,12,11,0,1,0,0,  3,30,1,  4, 0
38445,2000, 329,5,5.50000000000000044e-01,1,22,1,5, 1, 1,60,0,0,0,0, 0,12,39.0,10,10,0,1,0,0,  0, 0,2, -1,-1
38446,2000, 330,3,1.10000000000000009e+00,1,42,1,5, 2, 2, 0,0,0,0,0, 0,12,52.5,12,12,0,0,0,0, -1,-1,0, -1,-1
